gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	A	B	C	D	E	F	G	H	I
CHRNA4	P43681	True	ACHA4_HUMAN	AcetylcholineReceptor_a6a4b3	CPI-CC04B372036	0.014	0.003	0.007	0.0	0.0	0.0	0.012	0.0	0.008
CHRNA6	Q15825	True	ACHA6_HUMAN	AcetylcholineReceptor_a6a4b3	CPI-CC04B372036	0.014	0.003	0.007	0.0	0.0	0.0	0.012	0.0	0.008
CHRNA6	Q15825	True	ACHA6_HUMAN	AcetylcholineReceptor_a6b3b4	CPI-CC0E276BF0A	0.006	0.003	0.003	0.0	0.0	0.0	0.012	0.0	0.008
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CS063516AC0	0.003	0.037	0.003	0.007	0.011	0.053	0.171	0.167	0.034
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CS09DCE99A5	0.003	0.037	0.003	0.007	0.011	0.053	0.171	0.167	0.034
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CS040939107	0.003	0.037	0.003	0.007	0.011	0.053	0.171	0.167	0.034
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CS08ED696DC	0.003	0.037	0.003	0.007	0.011	0.053	0.171	0.167	0.034
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CS07EEAD824	0.003	0.037	0.003	0.007	0.011	0.053	0.171	0.167	0.034
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CS088613CD3	0.003	0.037	0.003	0.007	0.011	0.053	0.171	0.167	0.034
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CS0C5C5E217	0.003	0.037	0.003	0.007	0.011	0.053	0.171	0.167	0.034
CYP17A1	P05093	True	CP17A_HUMAN	Androstenedione_byCYP17A1	CPI-CS0D5502736	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0
HSD17B6	O14756	True	H17B6_HUMAN	Androsterone_byHSD17B6	CPI-CS019C00E02	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS05EAF93CC	0.662	0.699	0.862	0.651	0.928	0.609	0.866	0.647	1.203
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS046BCFC6F	0.662	0.699	0.862	0.651	0.928	0.609	0.866	0.647	1.203
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0F6CFB979	0.662	0.699	0.862	0.651	0.928	0.609	0.866	0.647	1.203
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0E4E75E3B	0.662	0.699	0.862	0.651	0.928	0.609	0.866	0.647	1.203
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0E54FF657	0.662	0.699	0.862	0.651	0.928	0.609	0.866	0.647	1.203
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0B9A4CA4D	0.662	0.699	0.862	0.651	0.928	0.609	0.866	0.647	1.203
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0CFA0E4C5	0.662	0.699	0.862	0.651	0.928	0.609	0.866	0.647	1.203
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS0D35E69F6	0.662	0.577	0.862	0.651	0.871	0.549	0.823	0.647	1.203
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS047EE9E03	0.662	0.577	0.862	0.651	0.871	0.549	0.823	0.647	1.203
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS0247DA882	0.662	0.577	0.862	0.651	0.871	0.549	0.823	0.647	1.203
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS075442484	0.662	0.577	0.862	0.651	0.871	0.549	0.823	0.647	1.203
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS012D15A88	0.662	0.577	0.862	0.651	0.871	0.549	0.823	0.647	1.203
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS04C402DFB	0.662	0.577	0.862	0.651	0.871	0.549	0.823	0.647	1.203
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS05789C9A0	0.662	0.577	0.862	0.651	0.871	0.549	0.823	0.647	1.203
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS0DAA66443	0.662	0.577	0.862	0.651	0.871	0.549	0.823	0.647	1.203
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS0C99F8D96	0.158	0.15	0.305	0.136	0.129	0.132	0.232	0.267	0.449
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS0CA393CC5	0.158	0.15	0.305	0.136	0.129	0.132	0.232	0.267	0.449
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS076E1A639	0.158	0.15	0.305	0.136	0.129	0.132	0.232	0.267	0.449
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS0BE59B43E	0.158	0.15	0.305	0.136	0.129	0.132	0.232	0.267	0.449
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS0BCDC40FC	0.158	0.15	0.305	0.136	0.129	0.132	0.232	0.267	0.449
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS0E5078EDE	0.158	0.15	0.305	0.136	0.129	0.132	0.232	0.267	0.449
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS036BF2AC7	0.158	0.15	0.305	0.136	0.129	0.132	0.232	0.267	0.449
BMPR1A	P36894	True	BMR1A_HUMAN	MIS_receptor_1	CPI-CS0724C54D2	0.036	0.067	0.013	0.02	0.018	0.034	0.049	0.033	0.008
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS08109C435	0.438	0.555	0.649	0.454	0.509	0.353	0.616	0.453	0.729
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS02C93975C	0.438	0.555	0.649	0.454	0.509	0.353	0.616	0.453	0.729
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0EF793D6A	0.438	0.555	0.649	0.454	0.509	0.353	0.616	0.453	0.729
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS028ACED72	0.438	0.555	0.649	0.454	0.509	0.353	0.616	0.453	0.729
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0107C51C6	0.438	0.555	0.649	0.454	0.509	0.353	0.616	0.453	0.729
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0C623F17A	0.438	0.555	0.649	0.454	0.509	0.353	0.616	0.453	0.729
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS027D7A724	0.438	0.555	0.649	0.454	0.509	0.353	0.616	0.453	0.729
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0A8F7D89F	0.438	0.555	0.649	0.454	0.509	0.353	0.616	0.453	0.729
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0569B9B91	0.438	0.555	0.649	0.454	0.509	0.353	0.616	0.453	0.729
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0700FDD27	0.438	0.555	0.649	0.454	0.509	0.353	0.616	0.453	0.729
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS0DF85303A	0.438	0.555	0.649	0.454	0.509	0.353	0.616	0.453	0.729
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS01A4D7E2F	0.438	0.555	0.649	0.454	0.509	0.353	0.616	0.453	0.729
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS0921BB754	0.438	0.555	0.649	0.454	0.509	0.353	0.616	0.453	0.729
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS08A043594	0.438	0.555	0.649	0.454	0.509	0.353	0.616	0.453	0.729
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS02957B1BF	0.438	0.555	0.649	0.454	0.509	0.353	0.616	0.453	0.729
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS0D9226707	0.438	0.555	0.649	0.454	0.509	0.353	0.616	0.453	0.729
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS0BDA0D08C	0.438	0.555	0.649	0.454	0.509	0.353	0.616	0.453	0.729
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS069E2161D	0.438	0.555	0.649	0.454	0.509	0.353	0.616	0.453	0.729
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS08A853007	0.158	0.15	0.305	0.136	0.129	0.132	0.232	0.267	0.449
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS0BEC40E19	0.158	0.15	0.305	0.136	0.129	0.132	0.232	0.267	0.449
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS0C0D60519	0.158	0.15	0.305	0.136	0.129	0.132	0.232	0.267	0.449
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS058910188	0.158	0.15	0.305	0.136	0.129	0.132	0.232	0.267	0.449
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS0E997FABD	0.158	0.15	0.305	0.136	0.129	0.132	0.232	0.267	0.449
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS027F8BD7E	0.158	0.15	0.305	0.136	0.129	0.132	0.232	0.267	0.449
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS055E15573	0.158	0.15	0.305	0.136	0.129	0.132	0.232	0.267	0.449
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS089A36491	0.158	0.15	0.305	0.136	0.129	0.132	0.232	0.267	0.449
BMPR1B	O00238	True	BMR1B_HUMAN	MIS_receptor_2	CPI-CS0F32EB9F1	0.036	0.067	0.013	0.02	0.018	0.034	0.049	0.033	0.008
FGFR4	P22455	True	FGFR4_HUMAN	BetaKlotho_FGFR4	CPI-CS0CB8E6064	0.003	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0
FGFR4	P22455	True	FGFR4_HUMAN	BetaKlotho_FGFR4	CPI-CS09246B3A5	0.003	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0
KLB	Q86Z14	True	KLOTB_HUMAN	BetaKlotho_FGFR4	CPI-CS0CB8E6064	0.003	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0
KLB	Q86Z14	True	KLOTB_HUMAN	BetaKlotho_FGFR4	CPI-CS09246B3A5	0.003	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0
CD8A	P01732	True	CD8A_HUMAN	CD8_receptor	CPI-CS0DBD5CD16	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD8B	P10966	True	CD8B_HUMAN	CD8_receptor	CPI-CS0DBD5CD16	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2A	CPI-CS0715DE78D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2C	CPI-CS05AB368CE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2E	CPI-CS0023FA839	0.0	0.0	0.003	0.0	0.004	0.0	0.0	0.0	0.0
KLRC1	P26715	True	NKG2A_HUMAN	CD94:NKG2A	CPI-CS0715DE78D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLRC2	P26717	True	NKG2C_HUMAN	CD94:NKG2C	CPI-CS05AB368CE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLRC3	Q07444	True	NKG2E_HUMAN	CD94:NKG2E	CPI-CS0023FA839	0.0	0.0	0.003	0.0	0.004	0.0	0.0	0.0	0.0
CNTFR	P26992	True	CNTFR_HUMAN	CNTF_1R	CPI-CS0F5F74D37	0.936	1.018	0.908	0.942	1.151	0.891	1.061	0.753	1.39
CNTFR	P26992	True	CNTFR_HUMAN	CNTF_1R	CPI-CS04EC47889	0.936	1.018	0.908	0.942	1.151	0.891	1.061	0.753	1.39
LIFR	P42702	True	LIFR_HUMAN	CNTF_1R	CPI-CS0F5F74D37	0.936	1.018	0.908	0.942	1.151	0.891	1.061	0.753	1.39
LIFR	P42702	True	LIFR_HUMAN	CNTF_1R	CPI-CS04EC47889	0.936	1.018	0.908	0.942	1.151	0.891	1.061	0.753	1.39
LIFR	P42702	True	LIFR_HUMAN	LIFR	CPI-CS0E661878B	0.936	1.018	0.908	0.942	1.151	0.891	1.061	0.753	1.39
LIFR	P42702	True	LIFR_HUMAN	LIFR	CPI-CS07B61574B	0.936	1.018	0.908	0.942	1.151	0.891	1.061	0.753	1.39
IL6ST	P40189	True	IL6RB_HUMAN	CNTF_1R	CPI-CS0F5F74D37	0.936	1.018	0.908	0.942	1.151	0.891	1.061	0.753	1.39
IL6ST	P40189	True	IL6RB_HUMAN	CNTF_1R	CPI-CS04EC47889	0.936	1.018	0.908	0.942	1.151	0.891	1.061	0.753	1.39
IL6ST	P40189	True	IL6RB_HUMAN	IL11_receptor	CPI-CS0B41A1AAE	0.562	0.445	0.354	0.349	0.48	0.267	0.421	0.407	0.441
IL6ST	P40189	True	IL6RB_HUMAN	IL6_receptor	CPI-CS023BD53E7	0.072	0.077	0.082	0.081	0.111	0.12	0.067	0.08	0.068
IL6ST	P40189	True	IL6RB_HUMAN	LIFR	CPI-CS0E661878B	0.936	1.018	0.908	0.942	1.151	0.891	1.061	0.753	1.39
IL6ST	P40189	True	IL6RB_HUMAN	LIFR	CPI-CS07B61574B	0.936	1.018	0.908	0.942	1.151	0.891	1.061	0.753	1.39
IL6ST	P40189	True	IL6RB_HUMAN	OSMR	CPI-CS06D50EBF8	0.061	0.077	0.105	0.092	0.1	0.102	0.11	0.027	0.11
AMN	Q9BXJ7	True	AMNLS_HUMAN	CUBN_AMN_complex	CPI-CS037E41952	0.0	0.012	0.013	0.01	0.018	0.004	0.085	0.007	0.008
CUBN	O60494	True	CUBN_HUMAN	CUBN_AMN_complex	CPI-CS037E41952	0.0	0.012	0.013	0.01	0.018	0.004	0.085	0.007	0.008
CYP27B1	O15528	True	CP27B_HUMAN	Calcitriol_byCYP27B1	CPI-CS01DAEDE79	0.014	0.003	0.01	0.01	0.0	0.0	0.0	0.027	0.008
CEL	P19835	True	CEL_HUMAN	Cholesterol_byCEL	CPI-CS06A0713BD	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0
CEL	P19835	True	CEL_HUMAN	Cholesterol_byCEL	CPI-CS0CDFC0C7D	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0
DHCR24	Q15392	True	DHC24_HUMAN	Cholesterol_byDHCR24	CPI-CS0D81115C8	1.612	1.067	2.305	1.332	0.799	0.793	1.47	0.82	2.017
DHCR24	Q15392	True	DHC24_HUMAN	Cholesterol_byDHCR24	CPI-CS03D61E885	1.612	1.067	2.305	1.332	0.799	0.793	1.47	0.82	2.017
DHCR7	Q9UBM7	True	DHCR7_HUMAN	Cholesterol_byDHCR7	CPI-CS06C6527F4	0.958	1.129	1.41	0.841	0.935	0.789	1.098	0.78	1.636
DHCR7	Q9UBM7	True	DHCR7_HUMAN	Cholesterol_byDHCR7	CPI-CS0BEF10547	0.958	1.129	1.41	0.841	0.935	0.789	1.098	0.78	1.636
DHCR7	Q9UBM7	True	DHCR7_HUMAN	Desmosterol_byDHCR7	CPI-CS086D3E39F	0.958	1.129	1.41	0.841	0.935	0.789	1.098	0.78	1.636
DHCR7	Q9UBM7	True	DHCR7_HUMAN	Desmosterol_byDHCR7	CPI-CS0DC57DE37	0.958	1.129	1.41	0.841	0.935	0.789	1.098	0.78	1.636
LIPA	P38571	True	LICH_HUMAN	Cholesterol_byLIPA	CPI-CS0406B0B69	0.313	0.334	0.4	0.217	0.251	0.357	0.53	0.227	0.458
LIPA	P38571	True	LICH_HUMAN	Cholesterol_byLIPA	CPI-CS0F51152EA	0.313	0.334	0.4	0.217	0.251	0.357	0.53	0.227	0.458
SULT2A1	Q06520	True	ST2A1_HUMAN	DHEAsulfate_bySULT2A1	CPI-CS0006C277B	0.003	0.0	0.0	0.0	0.0	0.004	0.0	0.007	0.0
SULT2A1	Q06520	True	ST2A1_HUMAN	DHEAsulfate_bySULT2A1	CPI-CS04A65DD62	0.003	0.0	0.0	0.0	0.0	0.004	0.0	0.007	0.0
SULT2A1	Q06520	True	ST2A1_HUMAN	DHEAsulfate_bySULT2A1	CPI-CS0FF565F1C	0.003	0.0	0.0	0.0	0.0	0.004	0.0	0.007	0.0
SULT1A1	P50225	True	ST1A1_HUMAN	DHEAsulfate_bySULT2B	CPI-CS0412B081A	0.0	0.006	0.0	0.007	0.011	0.004	0.0	0.0	0.017
SULT1A1	P50225	True	ST1A1_HUMAN	DHEAsulfate_bySULT2B	CPI-CS0D89E7C19	0.0	0.006	0.0	0.007	0.011	0.004	0.0	0.0	0.017
SULT1A1	P50225	True	ST1A1_HUMAN	DHEAsulfate_bySULT2B	CPI-CS099F73A95	0.0	0.006	0.0	0.007	0.011	0.004	0.0	0.0	0.017
UBASH3B	Q8TF42	True	UBS3B_HUMAN	Dehydroepiandrosterone_bySTS	CPI-CS0259A0EB4	0.562	0.402	0.495	0.42	0.602	0.459	0.726	0.34	0.619
UBASH3B	Q8TF42	True	UBS3B_HUMAN	Dehydroepiandrosterone_bySTS	CPI-CS05760BB78	0.562	0.402	0.495	0.42	0.602	0.459	0.726	0.34	0.619
UBASH3B	Q8TF42	True	UBS3B_HUMAN	Dehydroepiandrosterone_bySTS	CPI-CS09B8977D7	0.562	0.402	0.495	0.42	0.602	0.459	0.726	0.34	0.619
CYP21A2	P08686	True	CP21A_HUMAN	Desoxycorticosterone_byCYP21A2	CPI-CS012A5546C	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRD5A1	P18405	True	S5A1_HUMAN	Dihydrotestosterone_bySRD5A1	CPI-CS0EC7F7C75	0.216	0.304	0.272	0.156	0.208	0.353	0.36	0.173	0.203
SRD5A2	P31213	True	S5A2_HUMAN	Dihydrotestosterone_bySRD5A2	CPI-CS0D228AF4D	0.008	0.009	0.003	0.0	0.004	0.0	0.006	0.0	0.0
SRD5A3	Q9H8P0	True	PORED_HUMAN	Dihydrotestosterone_bySRD5A3	CPI-CS039E9FE7F	0.341	0.279	0.348	0.39	0.272	0.154	0.256	0.273	0.305
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS09918B680	0.006	0.0	0.0	0.007	0.007	0.0	0.0	0.007	0.0
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS043102EAA	0.006	0.0	0.0	0.007	0.007	0.0	0.0	0.007	0.0
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS0AB9AD0C3	0.006	0.0	0.0	0.007	0.007	0.0	0.0	0.007	0.0
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS09342A843	0.006	0.0	0.0	0.007	0.007	0.0	0.0	0.007	0.0
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS07947C107	0.006	0.0	0.0	0.007	0.007	0.0	0.0	0.007	0.0
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS0D4E32D9D	0.006	0.0	0.0	0.007	0.007	0.0	0.0	0.007	0.0
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS0A5499A2C	0.006	0.0	0.0	0.007	0.007	0.0	0.0	0.007	0.0
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS05F96EA59	0.006	0.0	0.0	0.007	0.007	0.0	0.0	0.007	0.0
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS0D33FF37B	0.006	0.0	0.0	0.007	0.007	0.0	0.0	0.007	0.0
CYP19A1	P11511	True	CP19A_HUMAN	Estradiol_byCYP19A1	CPI-CS0669F64A4	0.0	0.0	0.007	0.0	0.0	0.0	0.006	0.04	0.059
CYP19A1	P11511	True	CP19A_HUMAN	Estradiol_byCYP19A1	CPI-CS029C8858F	0.0	0.0	0.007	0.0	0.0	0.0	0.006	0.04	0.059
CYP19A1	P11511	True	CP19A_HUMAN	Estradiol_byCYP19A1	CPI-CS0B87D36A1	0.0	0.0	0.007	0.0	0.0	0.0	0.006	0.04	0.059
CYP19A1	P11511	True	CP19A_HUMAN	Estradiol_byCYP19A1	CPI-CS0DAC88EFA	0.0	0.0	0.007	0.0	0.0	0.0	0.006	0.04	0.059
HSD17B1	P14061	True	DHB1_HUMAN	Estradiol_byHSD17B1	CPI-CS0EF401B5F	0.008	0.034	0.016	0.024	0.014	0.015	0.006	0.0	0.034
HSD17B1	P14061	True	DHB1_HUMAN	Estradiol_byHSD17B1	CPI-CS0168A25C9	0.008	0.034	0.016	0.024	0.014	0.015	0.006	0.0	0.034
HSD17B1	P14061	True	DHB1_HUMAN	Estradiol_byHSD17B1	CPI-CS0A04F7238	0.008	0.034	0.016	0.024	0.014	0.015	0.006	0.0	0.034
HSD17B1	P14061	True	DHB1_HUMAN	Estradiol_byHSD17B1	CPI-CS0B08AEA2D	0.008	0.034	0.016	0.024	0.014	0.015	0.006	0.0	0.034
RYK	P34925	True	RYK_HUMAN	FDZ8_RYK	CPI-CS00426FECA	0.047	0.169	0.108	0.017	0.065	0.064	0.11	0.047	0.153
RYK	P34925	True	RYK_HUMAN	FDZ8_RYK	CPI-CS04A96900E	0.047	0.169	0.108	0.017	0.065	0.064	0.11	0.047	0.153
RYK	P34925	True	RYK_HUMAN	FDZ8_RYK	CPI-CS0DC43F5B8	0.047	0.169	0.108	0.017	0.065	0.064	0.11	0.047	0.153
RYK	P34925	True	RYK_HUMAN	FDZ8_RYK	CPI-CS0B440E124	0.047	0.169	0.108	0.017	0.065	0.064	0.11	0.047	0.153
FZD8	Q9H461	True	FZD8_HUMAN	FDZ8_RYK	CPI-CS00426FECA	0.047	0.169	0.108	0.017	0.065	0.064	0.11	0.047	0.153
FZD8	Q9H461	True	FZD8_HUMAN	FDZ8_RYK	CPI-CS04A96900E	0.047	0.169	0.108	0.017	0.065	0.064	0.11	0.047	0.153
FZD8	Q9H461	True	FZD8_HUMAN	FDZ8_RYK	CPI-CS0DC43F5B8	0.047	0.169	0.108	0.017	0.065	0.064	0.11	0.047	0.153
FZD8	Q9H461	True	FZD8_HUMAN	FDZ8_RYK	CPI-CS0B440E124	0.047	0.169	0.108	0.017	0.065	0.064	0.11	0.047	0.153
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-CS03B3DCBA3	0.047	0.129	0.108	0.017	0.065	0.064	0.11	0.047	0.102
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-CS0DB2153A6	0.047	0.129	0.108	0.017	0.065	0.064	0.11	0.047	0.102
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-CS0621C1CFD	0.047	0.129	0.108	0.017	0.065	0.064	0.11	0.047	0.102
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-CS0CF5A502A	0.047	0.129	0.108	0.017	0.065	0.064	0.11	0.047	0.102
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-CS08B0C4086	0.047	0.129	0.108	0.017	0.065	0.064	0.11	0.047	0.102
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-CS02A1759A7	0.047	0.129	0.108	0.017	0.065	0.064	0.11	0.047	0.102
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-CS09AF6EAE2	0.047	0.129	0.108	0.017	0.065	0.064	0.11	0.047	0.102
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-CS06879CDAE	0.047	0.129	0.108	0.017	0.065	0.064	0.11	0.047	0.102
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-CS07C7FE1E6	0.047	0.129	0.108	0.017	0.065	0.064	0.11	0.047	0.102
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-CS03DB6EA2A	0.047	0.129	0.108	0.017	0.065	0.064	0.11	0.047	0.102
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-CS0534F02DF	0.047	0.129	0.108	0.017	0.065	0.064	0.11	0.047	0.102
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-CS02C36592B	0.047	0.129	0.108	0.017	0.065	0.064	0.11	0.047	0.102
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-CS023DB57C8	0.047	0.129	0.108	0.017	0.065	0.064	0.11	0.047	0.102
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-CS0E2642E2E	0.047	0.129	0.108	0.017	0.065	0.064	0.11	0.047	0.102
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-CS0DB29D86C	0.047	0.129	0.108	0.017	0.065	0.064	0.11	0.047	0.102
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-CS0E7FD3233	0.047	0.129	0.108	0.017	0.065	0.064	0.11	0.047	0.102
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-CS084A7C9BE	0.047	0.129	0.108	0.017	0.065	0.064	0.11	0.047	0.102
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-CS00A19B676	0.047	0.129	0.108	0.017	0.065	0.064	0.11	0.047	0.102
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-CS000A36A67	0.047	0.169	0.108	0.017	0.065	0.064	0.11	0.047	0.153
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-CS0AE8152FD	0.047	0.169	0.108	0.017	0.065	0.064	0.11	0.047	0.153
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-CS0A0235348	0.047	0.169	0.108	0.017	0.065	0.064	0.11	0.047	0.153
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-CS0F983512F	0.047	0.169	0.108	0.017	0.065	0.064	0.11	0.047	0.153
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-CS04B8D01CF	0.047	0.169	0.108	0.017	0.065	0.064	0.11	0.047	0.153
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-CS0873A3572	0.047	0.169	0.108	0.017	0.065	0.064	0.11	0.047	0.153
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-CS08643D43B	0.047	0.169	0.108	0.017	0.065	0.064	0.11	0.047	0.153
